% Column 0: Length, mm
% Column 1: |E|, V/m
0.00000000e+000	6.20057155e+000	
2.72651007e-001	1.91963100e+001	
5.45302013e-001	3.23109905e+001	
8.17953020e-001	4.62568743e+001	
1.09060403e+000	6.16512187e+001	
1.36325503e+000	7.76445195e+001	
1.63590604e+000	9.47554000e+001	
1.90855705e+000	1.13208784e+002	
2.18120805e+000	1.31664985e+002	
2.45385906e+000	1.57533570e+002	
2.72651007e+000	1.94960220e+002	
2.99916107e+000	2.24790875e+002	
3.27181208e+000	2.81087694e+002	
3.54446309e+000	3.77275845e+002	
3.81711409e+000	4.71045653e+002	
4.08976510e+000	6.28343293e+002	
4.36241611e+000	7.95020172e+002	
4.63506711e+000	1.06954533e+003	
4.90771812e+000	1.45012398e+003	
5.18036913e+000	1.91115959e+003	
5.45302013e+000	2.37175595e+003	
5.72567114e+000	2.67008157e+003	
5.99832215e+000	2.80216075e+003	
6.27097315e+000	2.84189401e+003	
6.54362416e+000	2.85122384e+003	
6.81627517e+000	2.85509862e+003	
7.08892617e+000	2.85636638e+003	
7.36157718e+000	2.85695881e+003	
7.63422819e+000	2.85709408e+003	
7.90687919e+000	2.85713083e+003	
8.17953020e+000	2.85714367e+003	
8.45218121e+000	2.85714329e+003	
8.72483221e+000	2.85714291e+003	
8.99748322e+000	2.85714429e+003	
9.27013423e+000	2.85714313e+003	
9.54278523e+000	2.85714310e+003	
9.81543624e+000	2.85714309e+003	
1.00880872e+001	2.85714298e+003	
1.03607383e+001	2.85714360e+003	
1.06333893e+001	2.85714236e+003	
1.09060403e+001	2.85714135e+003	
1.11786913e+001	2.85712091e+003	
1.14513423e+001	2.85711576e+003	
1.17239933e+001	2.85709907e+003	
1.19966443e+001	2.85704857e+003	
1.22692953e+001	2.85683078e+003	
1.25419463e+001	2.85622669e+003	
1.28145973e+001	2.85207315e+003	
1.30872483e+001	2.82788625e+003	
1.33598993e+001	2.78522170e+003	
1.36325503e+001	2.72954897e+003	
1.39052013e+001	2.61634440e+003	
1.41778523e+001	2.53234695e+003	
1.44505034e+001	2.45204253e+003	
1.47231544e+001	2.35615081e+003	
1.49958054e+001	2.26436874e+003	
1.52684564e+001	2.18413159e+003	
1.55411074e+001	2.12379908e+003	
1.58137584e+001	2.06460741e+003	
1.60864094e+001	2.01034854e+003	
1.63590604e+001	1.95369552e+003	
1.66317114e+001	1.89973742e+003	
1.69043624e+001	1.84129617e+003	
1.71770134e+001	1.77484357e+003	
1.74496644e+001	1.71939564e+003	
1.77223154e+001	1.67632434e+003	
1.79949664e+001	1.64384792e+003	
1.82676174e+001	1.60928689e+003	
1.85402685e+001	1.56705573e+003	
1.88129195e+001	1.51952929e+003	
1.90855705e+001	1.49206333e+003	
1.93582215e+001	1.45881581e+003	
1.96308725e+001	1.42314034e+003	
1.99035235e+001	1.39352743e+003	
2.01761745e+001	1.36680404e+003	
2.04488255e+001	1.33911090e+003	
2.07214765e+001	1.30883549e+003	
2.09941275e+001	1.28098547e+003	
2.12667785e+001	1.25566858e+003	
2.15394295e+001	1.23602025e+003	
2.18120805e+001	1.21499136e+003	
2.20847315e+001	1.18956524e+003	
2.23573826e+001	1.16847516e+003	
2.26300336e+001	1.14910329e+003	
2.29026846e+001	1.13063764e+003	
2.31753356e+001	1.11339962e+003	
2.34479866e+001	1.09184813e+003	
2.37206376e+001	1.07277947e+003	
2.39932886e+001	1.05186845e+003	
2.42659396e+001	1.03242720e+003	
2.45385906e+001	1.01627197e+003	
2.48112416e+001	1.00084641e+003	
2.50838926e+001	9.85545477e+002	
2.53565436e+001	9.72597372e+002	
2.56291946e+001	9.59505155e+002	
2.59018456e+001	9.45579660e+002	
2.61744966e+001	9.27585055e+002	
2.64471477e+001	9.17637227e+002	
2.67197987e+001	9.07689427e+002	
2.69924497e+001	8.92761113e+002	
2.72651007e+001	8.76629777e+002	
2.75377517e+001	8.65969722e+002	
2.78104027e+001	8.54849919e+002	
2.80830537e+001	8.45458777e+002	
2.83557047e+001	8.36657536e+002	
2.86283557e+001	8.27087950e+002	
2.89010067e+001	8.16302939e+002	
2.91736577e+001	8.05767780e+002	
2.94463087e+001	7.94737491e+002	
2.97189597e+001	7.84279916e+002	
2.99916107e+001	7.76470221e+002	
3.02642617e+001	7.68148382e+002	
3.05369128e+001	7.58470074e+002	
3.08095638e+001	7.47710191e+002	
3.10822148e+001	7.39273748e+002	
3.13548658e+001	7.29849948e+002	
3.16275168e+001	7.21001095e+002	
3.19001678e+001	7.10274969e+002	
3.21728188e+001	6.98369050e+002	
3.24454698e+001	6.85977003e+002	
3.27181208e+001	6.75215058e+002	
3.29907718e+001	6.65601760e+002	
3.32634228e+001	6.51051505e+002	
3.35360738e+001	6.35849915e+002	
3.38087248e+001	6.19398796e+002	
3.40813758e+001	5.98551182e+002	
3.43540268e+001	5.74090707e+002	
3.46266779e+001	5.53885465e+002	
3.48993289e+001	5.30002046e+002	
3.51719799e+001	5.02749659e+002	
3.54446309e+001	4.70813995e+002	
3.57172819e+001	4.36994960e+002	
3.59899329e+001	3.94475480e+002	
3.62625839e+001	3.60746967e+002	
3.65352349e+001	3.35410353e+002	
3.68078859e+001	3.04338538e+002	
3.70805369e+001	2.73663203e+002	
3.73531879e+001	2.43031499e+002	
3.76258389e+001	2.15755854e+002	
3.78984899e+001	1.92878816e+002	
3.81711409e+001	1.65275929e+002	
3.84437919e+001	1.44482883e+002	
3.87164430e+001	1.28991679e+002	
3.89890940e+001	1.10980232e+002	
3.92617450e+001	9.26909676e+001	
3.95343960e+001	7.60423758e+001	
3.98070470e+001	6.03982983e+001	
4.00796980e+001	4.62281869e+001	
4.03523490e+001	3.55172539e+001	
4.06250000e+001	2.52565408e+001	
